Index,Date_first_measurements_taken,Specimen_ID,Taxon,Tip_label,Added?,Sources_for_phylogenetic_placement,MajorClade,Subclade,Subgroup1,Subgroup2,Neonate?,Specimen_type,Morphosource_ark,Flipper_status,Ecotype1,Ecotype2,Ecotype3,Ecotype_references,IUCN_cat,IUCN_source,fore_type,hind_type,f_subtype,h_subtype,Limb_type_references,Skull present?,Limb Articulated?,Photographable?,TO PHOTOGRAPH?,Photo credit,First_occurrence (mya),last_occurrence (mya),Citation for occurrences,Notes on occurrences,Limb_region_measurement_method,Length_units,Included_unguals?,Humerus,Radius,Ulna,EFZL,Hand,f_AZR,f_SZR,f_ASR,f_AnAR,Femur,Tibia,Foot,h_AZR,h_SZR,h_ASR,h_AnAR,Limb_region_measurement_notes,Acropod_LM_measurement_method,mD_Antmost,mD_Postmost,mD_Longest,mD_Symmetry_index1,mD_Symmetry_index2,pD_Antmost,pD_Postmost,pD_Longest,pD_Symmetry_index1,pD_Symmetry_index2,mD3_up_Height,mD3_up_TopLength,mD3_up_BottomLength,mD3_up_FI1,mD3_up_FI2,mD3_up_FI3,pD3_up_Height,pD3_up_TopLength,pD3_up_BottomLength,pD3_up_FI1,pD3_up_FI2,pD3_up_FI3,Ungual_measurement_notes,mD3_proxp_Length,mD3_proxp_ProxWidth,mD3_proxp_DistWidth,mD3_proxp_Length/DistWidth,mD3_proxp_WidthRatios,pD3_proxp_Length,pD3_proxp_ProxWidth,pD3_proxp_DistWidth,pD3_proxp_Length/DistWidth,pD3_proxp_WidthRatios,proxp_measurement_notes
m-c017,8/25/22,YPM_MAM_006770,Dasypus_hybridus,Dasypus_hybridus__YPM_MAM_006770,Yes,"Atlantogenata topology from Alvarez-Carretero et al. 2022 and Heritage et al. 2021 [Heritage S, Seiffert ER, Borths MR (2021). Recommended fossil calibrators for time-scaled molecular phylogenies of Afrotheria. Afrotherian Conservation 17. Accessed via URL=https://www.afrotheria.net/newsletter.php.2021.]",Pan-Mammalia,Atlantogenata,Xenarthra,NA,No,"Recent, original skeleton",NA,Non-flippered,Terrestrial,almost always on land,predominantly terrestrial,"Reid 2006, Nine-Banded Armadillo, pp. 173–174 [Reid FA (2006). Peterson Field Guide to Mammals of North America, Fourth Edition. Houghton Mifflin Company: Boston. 579 pp.]): Dasypus species are known to be great swimmers and facile bottom-walkers with adept buoyancy control. Though it is not a routine practice for them, they readily enter and travel significant distances over water. As a result, we consider them Transiently Aquatic.",NT,Abba and Gonzalez 2014 (http://dx.doi.org/10.2305/IUCN.UK.2014- 1.RLTS.T6288A47440329.en),Unwebbed,Unwebbed,Unwebbed,Unwebbed,Based on skin specimen YPM_04318 (Dasypus novemcinctus_mexicanus): unwebbed. Research-grade iNaturalist observations of Dasypus hybridus (https://www.inaturalist.org/observations/131096297; https://www.inaturalist.org/observations/131096299; https://www.inaturalist.org/observations/145462882) support this scoring.,Yes,Yes,No,No,NA,0.126,0,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=161188&is_real_user=1),Extant,Calipers,mm,No,47,29,48,38.5,23,0.6,1.22,0.49,0.56,60,NA,NA,NA,NA,NA,NA,Tibia mounted in position where I couldn't fit my calipers in to measure it.,Calipers,7.8,12,24,0.65,2.42,7.3,10,27,0.73,3.12,4.4,11,10,2.5,2.27,0.91,NA,NA,NA,NA,NA,NA,No keratinous sheaths were present on the unguals measured.,5.1,5.2,4.9,1.04,0.94,5.2,6.1,5.7,0.91,0.93,NA
m-c018,8/25/22,YPM_MAM_010323,Didelphis_virginiana,Didelphis_virginiana__YPM_MAM_010323,Yes,Marsupial interrelations derived from Mitchell et al. 2014 [https://doi.org/10.1093/molbev/msu176].,Pan-Mammalia,Non-placentals,Marsupialia,NA,No,"Recent, original skeleton",NA,Non-flippered,Transiently Aquatic,almost always on land,predominantly terrestrial,"Didelphis species are strong but inefficient swimmers, which will readily take to the water, even as an occasional means of escape, but tire and chill quickly when submerged (McManus 1974 [https://doi.org/10.2307/3503783]; Fish 1993 [https://doi.org/10.2307/1382382]). Given that this behavior is typical, if perhaps rare, we tentatively call the Virginia opossum “Transiently Aquatic”. However, if the Virginia opossum's use of water as a means of escape is so vanishingly rare as to be highly atypical, we would revise its designation to ""Terrestrial"". ",LC,Pérez-Hernandez et al. 2016 (Didelphis virginiana: http://dx.doi.org/10.2305/IUCN.UK.2016- 1.RLTS.T40502A22176259.en),Unwebbed,Unwebbed,Interdigital Girth,Interdigital Girth,"Skin specimens YPM_14365, YPM_15326, and YPM_15327 had extensive palm girth overhang, particularly on hands, but no true interdigital webbing.",Yes,Yes,Yes,Done,Caleb Gordon,2.588,0,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=45705&is_real_user=1),Extant,Calipers,mm,No,59,57,69,63,30,0.48,0.94,0.51,0.49,72,71,32,0.45,1.01,0.44,0.45,NA,Calipers,17,25,31,0.68,1.48,20,27,33,0.74,1.4,3.5,5.8,4,1.66,1.14,0.69,NA,NA,NA,NA,NA,NA,No keratinous sheaths were present on the unguals measured.,10,4.5,2.8,3.57,0.62,10,3.3,2.2,4.55,0.67,NA
m-c019,8/25/22,YPM_MAM_010269,Lemur_catta,Lemur_catta__YPM_MAM_010269,Yes,Perelman et al. 2011 [https://doi.org/10.1371/journal.pgen.1001342] ,Pan-Mammalia,Euarchontoglires,Primatomorpha,NA,No,"Recent, original skeleton",NA,Non-flippered,Terrestrial,almost always on land,predominantly terrestrial,"Lemurs are predominantly terrestrial and we find no explicit reference to aquatic habits, so we tentatively call them ""Terrestrial"" (La Fleur and Gould 2020 [https://dx.doi.org/10.2305/IUCN.UK.2020-2.RLTS.T11496A115565760.en]). However, their behavioral flexibility warrants closer investigation of this designation.",EN,La Fleur and Gould 2020 (Lemur catta: https://dx.doi.org/10.2305/IUCN.UK.2020-2.RLTS.T11496A115565760.en),Unwebbed,Unwebbed,Unwebbed,Interdigital Girth,Skin specimen YPM_17056: hands and feet both unwebbed; slight palm girth on feet but no true webbing,Yes,Yes,No,No,NA,0.0117,0,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=104138&is_real_user=1),Extant,Calipers,mm,No,88,93,104,98.5,54,0.55,0.89,0.61,0.57,133,124,60,0.48,1.07,0.45,0.47,NA,Calipers,12,18,51,0.67,3.4,40,58,62,0.69,1.27,2.8,5.6,5.5,2,1.96,0.98,2.9,6,5.4,2.07,1.86,0.9,No keratinous sheaths were present on the unguals measured.,19,4.6,4.3,4.42,0.93,21,4.5,3.9,5.38,0.87,NA
m-c020,8/25/22,YPM_MAM_007586,Cercopithecus_sp,Cercopithecus_sp__YPM_MAM_007586,Yes,Perelman et al. 2011 [https://doi.org/10.1371/journal.pgen.1001342] ,Pan-Mammalia,Euarchontoglires,Primatomorpha,NA,No,"Recent, original skeleton",NA,Non-flippered,Terrestrial,almost always on land,predominantly terrestrial,"We find no reference to aquatic habits in Cercopithecus species (Struhsaker 1969 [https://doi.org/10.1159/000155259]; Buzzard 2006 [https://doi.org/10.1007/s10764-006-9022-7], so we tentatively call them ""Terrestrial"". However, their behavioral flexibility warrants closer investigation of this designation.",NA,NA (species of specimen unresolved),"Unclear, terr.","Unclear, terr.","Unclear, terr.","Unclear, terr.","Skin specimens of Cercopithecus_mitis: YPM_14075, YPM_14076, YPM_15011 (unwebbed); skin specimens of Cercopithecus_lomamiensis: YPM_14192 and YPM_14189 (hands and feet both appear to have slight partial webbing but very difficult to tell). Due to potential intragenus variability in webbing phenotype and uncertainty, the webbing phenotype of this genus-resolution specimen was cautiously called “Unclear”.",Yes,Yes,No,No,NA,23.03,0,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=40862&is_real_user=1),Extant,Calipers,mm,No,116,104,118,111,56,0.5,1.05,0.48,0.5,134,NA,NA,NA,NA,NA,NA,Tibia mounted in position where I couldn't fit my calipers in to measure it.,Calipers,22,46,58,0.48,1.71,38,55,77,0.69,1.66,2.7,6.2,NA,2.3,NA,NA,3.3,7.9,6.8,NA,NA,0.86,No keratinous sheaths were present on the unguals measured.,19,5.7,4.6,4.13,0.81,22,6.3,4.4,5,0.7,NA
m-c021,8/25/22,YPM_MAM_007540,Euphractus_sexcinctus,Euphractus_sexcinctus__YPM_MAM_007540,Yes,"Armadillo interrelations derived from Delsuc et al. 2002 [https://doi.org/10.1093/oxfordjournals.molbev.a003989] and Gaudin and Wible 2006 [Gaudin TJ, Wible JR (2006). The Phylogeny of Living and Extinct Armadillos (Mammalia, Xenarthra, Cingulata): A Craniodental Analysis. Chapter 6, in: Carrano MT, Gaudin TJ, Blob RW, Wible JR (eds.), Amniote Paleobiology: Perspectives on the Evolution of Mammals, Birds, and Reptiles. The University of Chicago Press: Chicago. Accessed via URL = https://www.researchgate.net/publication/284771665_The_Phylogeny_of_Living_and_Extinct_Armadillos_Mammalia_Xenarthra_Cingulata_A_Craniodental_Analysis.].",Pan-Mammalia,Atlantogenata,Xenarthra,NA,No,"Recent, original skeleton",NA,Non-flippered,Transiently Aquatic,almost always on land,predominantly terrestrial,"Like Dasypus spp. (McBee and Baker 1982 [https://www.jstor.org/stable/3503864]; Reid 2006, Nine-Banded Armadillo, pp. 173–174 [Reid FA (2006). Peterson Field Guide to Mammals of North America, Fourth Edition. Houghton Mifflin Company: Boston. 579 pp.]), Euphractus is presumably a good and eager swimmer, as it has apparently swum to and colonized islands off the coast of Brazil (Smith 2007 [Smith P (2007). SIX-HANDED ARMADILLO: Euphractus sexcinctus Linneaeus, 1758. FAUNA Paraguay Handbook of the Mammals of Paraguay, number 5. 16 pp. Accessed online via URL=https://www.researchgate.net/publication/262689071_Smith_P_2007_FAUNA_Paraguay_Handbook_of_the_Mammals_of_Paraguay_Number_5_Euphractus_sexcinctus_p1-19.]), though it is predominantly terrestrial (Abba et al. 2014 [http://dx.doi.org/10.2305/IUCN.UK.2014- 1.RLTS.T8306A47441708.en]). Thus, we consider this species Transiently Aquatic.",LC,Abba et al. 2014 (Euphractus sexcinctus: http://dx.doi.org/10.2305/IUCN.UK.2014- 1.RLTS.T8306A47441708.en),Unwebbed,Unwebbed,Unwebbed,Unwebbed,"Based on skin specimen YPM_MAM_04413 (Euphractus villosus) and research-grade iNaturalist observations (https://www.inaturalist.org/observations/150602472; https://www.inaturalist.org/observations/150001599; https://www.inaturalist.org/observations/142608266; https://www.inaturalist.org/observations/133621364). Webbing phenotype difficult to assess. Tentatively scored as unwebbed with some very slight ventral palm and finger girth and some dorsal scale invasion of interdigital space, but no true webbing. Euphractus sexcinctus specimens were unavailable, and the available Euphractus sp. skin specimen was contorted, making this species’ webbing scores tentative.",Yes,Yes,No,No,NA,2.588,0,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=233574&is_real_user=1),Extant,Calipers,mm,No,54,32,53,42.5,37,0.87,1.27,0.69,0.8,59,NA,NA,NA,NA,NA,NA,Tibia mounted in position where I couldn't fit my calipers in to measure it.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m-c022,8/25/22,YPM_MAM_007907,Rhinoceros_unicornis,Rhinoceros_unicornis__YPM_MAM_007907,Yes,Species-level interrelations of sampled Perissodactyls derived from Steiner and Ryder 2011 [http://doi.org/10.1111/j.1096-3642.2011.00752.x].,Pan-Mammalia,Ungulata,Perissodactyla,Ceratomorpha,No,"Recent, original skeleton",NA,Non-flippered,Terrestrial,almost always on land,predominantly terrestrial,"Although rhinos are predominantly terrestrial, they will readily cross large, fast-moving rivers and other water bodies when necessary, typically when colonizing new areas or in response to intense floods (Dutta and Mahanta 2015 [http://dx.doi.org/10.11609/JoTT.o4024.6864-77]; Dutta et al. 2021 [Dutta DK, Bora PJ, Sharma R, Sarmah A, Sharma A, Kumar J, Dekaraja K, Saikia RB, Halliday A (2021). Greater one-horned rhino (Rhinoceros unicornis) behaviour during high floods at Kaziranga National Park and the Burhachapori Wildlife Sanctuary, Assam, India. Pachyderm 62: 63–67. Accessed online via URL=https://pachydermjournal.org/index.php/pachyderm/article/view/447]).",VU,Ellis and Talukdar 2019 (Rhinoceros unicornis: http://dx.doi.org/10.2305/IUCN.UK.2019-3.RLTS.T19496A18494149.en),Unwebbed,Unwebbed,Stubbed,Stubbed,Taxidermied Rhinoceros unicornis specimen YPM_MAM_007907: digits appeared to be encased up to base of ungual in extended palms of connective tissue.,Yes,Yes,Yes,No,NA,2.588,0,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=93972&is_real_user=1),Extant,Calipers,mm,No,418,282,415,348.5,227,0.65,1.2,0.54,0.61,NA,NA,NA,NA,NA,NA,NA,"Humerus length is probably slight overestimate (exceeded lenngth of calipers, so had to measure in two spans, which may have made it greater than the single straight line length of the element). Same with ulna.",Calipers,214,200,253,1.07,1.22,204,233,266,0.88,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No keratinous sheaths were present on the unguals measured.,173,72,72,2.4,1,162,56,65,2.49,1.16,NA
m-c023,8/25/22,YPM_MAM_007473,Tapirus_indicus,Tapirus_indicus__YPM_MAM_007473,Yes,Species-level interrelations of sampled Perissodactyls derived from Steiner and Ryder 2011 [http://doi.org/10.1111/j.1096-3642.2011.00752.x].,Pan-Mammalia,Ungulata,Perissodactyla,Ceratomorpha,No,"Recent, original skeleton",NA,Non-flippered,Transiently Aquatic,"primarily on land, seldom in water",terrestrial/freshwater,"Although primarily ground-dwelling, tapirs are excellent swimmers; they readily cross wide streams and enter the water both to flee or hide from predators and to feed on aquatic vegetation (Meijaard and van Strien 2003 [Meijaard E, Strien NV (2003). The Asian Tapir (Tapirus indicus). In: Briefing Book, Malay Tapir Conservation Workshop. Krau Wildlife Reserve, Malaysia. 22 pp. Accessed online via URL = https://www.researchgate.net/profile/Erik-Meijaard/publication/236898616_Der_Schabrackentapir_Tapirus_indicus/links/58338f4008aef19cb81cb43e/Der-Schabrackentapir-Tapirus-indicus.pdf.]; Garcìa et al. 2016 [http://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T21471A45173340.en]; Naranjo 2019 [https://doi.org/10.1007/978-3-030-28868-6]). As a result, we tentatively score all tapirs in this study as being Transiently Aquatic.",EN,Traeholt et al. 2016 (Tapirus indicus: http://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T21472A45173636.en),Webbed,Webbed,"Unclear, terr.","Unclear, terr.","Tentatively scored based on skin specimen of Tapirus_bairdii (YPM_14313): some degree of webbing to mid-digit on both hand and foot, difficult to distinguish from interdigital girth and hard to score given close appresion of digits. Webbing ""subtype"" too difficult to score.",Yes,Yes,Yes,No,NA,2.588,0,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=92242&is_real_user=1),Extant,Calipers,mm,No,265,201,282,241.5,157,0.65,1.1,0.59,0.63,321,254,176,0.69,1.26,0.55,0.61,"Femur length approximate. It was just barely longer than my calipers, which made its length difficult to estimate in two spans. pD2 was the anteriormost digit with phalanges, so this was treated as Antmost pedal digit in acropod_LM measurements.",Calipers,150,120,166,1.25,1.23,153,155,163,0.99,1.06,12,33,31,2.75,2.58,0.94,13,29,27,2.23,2.08,0.93,No keratinous sheaths were present on the unguals measured.,36,32,29,1.24,0.91,37,32,29,1.28,0.91,NA
m-c024,8/25/22,YPM_MAM_006705,Procavia_capensis,Procavia_capensis__YPM_MAM_006705,Yes,"Atlantogenata topology from Alvarez-Carretero et al. 2022 and Heritage et al. 2021 [Heritage S, Seiffert ER, Borths MR (2021). Recommended fossil calibrators for time-scaled molecular phylogenies of Afrotheria. Afrotherian Conservation 17. Accessed via URL=https://www.afrotheria.net/newsletter.php.2021.]",Pan-Mammalia,Atlantogenata,Afrotheria,NA,No,"Recent, original skeleton",NA,Non-flippered,Terrestrial,almost always on land,predominantly terrestrial,Rock Hyraxes occupy a range of terrestrial environments (Rifai et al. 2000 [https://doi.org/10.1080/09397140.2000.10637829]; Butynski et al. 2015 [http://dx.doi.org/10.2305/IUCN.UK.2015- 2.RLTS.T41766A21285876.en]). We find no reference to aquatic habits for this species.,LC,Butynsi et al. 2015 (Procavia capensis: http://dx.doi.org/10.2305/IUCN.UK.2015- 2.RLTS.T41766A21285876.en),Webbed,Webbed,"Partial, slight","Partial, slight","Skin specimen YPM_MAM_03617: hands and feet both shockingly have at least slight partial webbed, slighter on feet. Another hyrax species, Dendrohyrax arboreus crawshayi (ref: YPM_MAM_03047), is similarly webbed, suggesting that webbing is present in multiple hyrax species.",Yes,Yes,No,No,NA,5.333,0,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=143657&is_real_user=1),Extant,Calipers,mm,No,71,43,54,48.5,27,0.56,1.46,0.38,0.48,68,64,31,0.48,1.06,0.46,0.47,Radius measurement difficult to collect on mounted specimen. Only approximate.,Calipers,25,17,28,1.47,1.33,33,27,36,1.22,1.2,2.8,3.1,NA,1.11,NA,NA,2.9,3.8,NA,1.31,NA,NA,No keratinous sheaths were present on the unguals measured.,6.6,4.4,3.9,1.69,0.89,8.6,5.6,4.7,1.83,0.84,NA
m-c025,8/25/22,YPM_MAM_uncat,Felis_catus,Felis_catus__YPM_MAM_uncat,Yes,Johnson et al. 2006 [http://doi.org/10.1126/science.1122277].,Pan-Mammalia,Ferae,NA,NA,No,"Recent, original skeleton",NA,Non-flippered,Terrestrial,almost always on land,predominantly terrestrial,"Several felids in the genera Ictailurus, Leopardus, Panthera, and Prionailurus readily swim, in some cases engaging in extensive overwater travel or even mating in the water (Mattern and McLennan 2000; Kaiser et al. 2022). However, Felis spp. typically do not (Mattern and McLennan 2000). Notably, some breeds of F. catus challenge this pattern. For example, the Turkish Van Cat, which has a centuries-old reported history in the Lake Van region of Turkey, apparently enjoys swimming and readily swims when given the chance (Cak 2017). So too do a handful of other cat breeds (Moss 2015). However, given that the majority of domestic cats presumably do not, and given that we lack information on the breed of origin for this skeletonized specimen, we treat this cat as an example of the Terrestrial norm.",NA,Unable to find IUCN page,Webbed,Webbed,"Complete, slight","Complete, slight","All Felis species have complete interdigital webbing (Pocock 1917 [https://doi.org/10.1080/00222931709487018]). No F. catus specimens were available, so we directly observed taxidermied bobcat (Lynx rufus) specimens YPM_MAM_013545 and YPM_MAM_13518, and fluid-preserved F. sylvestris specimen YPM_MAM_ 05816. The stiffness and fur cover of the skin specimens prevented us from interpreting them, but the F. sylvestris specimen had all of its proximal phalanges encased in soft-tissue “palm”, which counts as webbing under our operational definition. As a result, we scored both hands and feet as having complete webbing. This observation is consistent with previous descriptions of the species (e.g., Pocock 1917 [https://doi.org/10.1080/00222931709487018]).",Yes,Yes,No,No,NA,2.588,0,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=104159&is_real_user=1),Extant,Calipers,mm,No,98,89,107,98,54,0.55,1,0.55,0.55,106,107,77,0.72,0.99,0.73,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m-c026,8/25/22,YPM_VP_002241,Theriodesmus_phylarchus,Theriodesmus_phylarchus__YPM_VP_002241,Yes,The phylogenetic placement of this taxon remains dubious (see Kammerer et al. 2011 [https://doi.org/10.1080/02724634.2011.627074]). We tentatively place it within Therocephalia.,Pan-Mammalia,Non-placentals,NA,NA,No,"Fossil, cast",NA,Non-flippered,Data Deficient,data deficient,data deficient,"The phylogenetic placement of this taxon remains dubious (see van den Heever 1987; Kammerer et al. 2011), and we find no comment on its level of terrestriality in the literature.",NA,NA (fossil taxon: not Recent),NA,NA,NA,NA,NA,No,Partly,Yes,No,NA,0,0,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=380683&is_real_user=1),Extant. No fossil specimens are reported on The Paleobiology Database.,Calipers,mm,No,NA,80,98,89,47,0.53,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,"D3 length approximate, since mD3 penultimate phalanx reconstruction is dubious.",Calipers,20,30,51,0.67,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m-c027,8/25/22,YPM_MAM_006778,Chironectes_minimus,Chironectes_minimus__YPM_MAM_006778,Yes,Marsupial interrelations derived from Mitchell et al. 2014 [https://doi.org/10.1093/molbev/msu176].,Pan-Mammalia,Non-placentals,Marsupialia,NA,No,"Recent, original skeleton",NA,Non-flippered,Moderately Aquatic,large or fast-moving water bodies,terrestrial/freshwater,"The Water Opossum routinely inhabits and hunts in water, but dens in subterranean dens; because the species spends extensive time both on land and in water, we consider it Moderately Aquatic; this species appears to prefer higher-energy streams and river courses, since it is rarely seen in silt-laden water courses (Fish 1993 [https://doi.org/10.2307/1382382]; Pérez-Hernandez et al. 2016 [http://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T4671A22173467.en]). As a result, we tentatively score this species as occupying large or fast-moving water bodies.",LC,Pérez-Hernandez et al. 2016 (Chironectes minimus: http://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T4671A22173467.en),Unwebbed,Webbed,Unwebbed,"Complete, extensive","Skin specimen YPM_03416: Complete, moderate-to-extensive pedal webbing spanning all digits. Hands are unwebbed.",Yes,Partly,No,No,NA,2.588,0,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=100307&is_real_user=1),Extant,Calipers,mm,No,46,47,56,51.5,34,0.66,0.89,0.74,0.68,55,59,45,0.76,0.93,0.82,0.79,Measured longest digit (=d3) for both hand and foot.,Calipers,26,17,34,1.53,1.58,28,33,45,0.85,1.48,NA,NA,NA,NA,NA,NA,3.7,5.7,5.2,1.54,1.41,0.91,No keratinous sheaths were present on the unguals measured.,12,3.1,2.4,5,0.77,12,3.4,2.4,5,0.71,NA
